Submission Date (Central Time),Overall Rating,Comments,FeedbackCategory,Subcategory
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,All is good.,Thanks/Praise,Thanks/Praise
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,I am not happy that we need tp pay shipping on orders under $25. I have kids at a titile 1 school and they do not all order. I am paying out of my pocket so they can get their books. That is not right.,Shipping/Delivery,Shipping Fee
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,1,Took forever to figure out checkout,Possible Tech Issue/TRF,Adding Items to Cart
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,I would like to see more choices of books and series,Product Variety/Inventory,Lacking Variety/Specific Product Not Offered
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,finding products was difficult. Promotions should also be clearer,Website,Search Function
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,Students need more affordable books,Price,Price
10/14/2022,3,I found ordering confusing.,Possible Tech Issue/TRF,Adding Items to Cart
10/14/2022,2,"The site is not allowing me to connect to my child, nor her teacher. And is not allowing me to add items to my cart",Possible Tech Issue/TRF,Adding Items to Cart
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,would like to filter by cover type,Website,Search Function
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,"I ahd a student turn in a check for this oder that will be mailed in. When checking out, I was charged on my credit card for the student order along with my own. I assume there will be a credit to my account once the check is received by the company.",Account Balance/Payment,Account Balance/Payment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,love ordering the girls books. hate that it shows up twice on my card. think you should do something about this. no other place i order from does it,Account Balance/Payment,Account Balance/Payment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,Please make the order forms you send to the teachers in bigger font. I have a hard time reading the very small print. Thank you,Kits,Kits
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,Not this time but I have to manually request catalogs every month even though I have tried to set up auto catalogues. so because of this difficulty we were not able to offer or submit orders for October.,Kits,Kits
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,"The site is easy enough to navigate, but I am probably not going to continue sending flyers home with children after this month. I have used Scholastic book clubs since I began teaching 28 years ago, and I am really sad to discontinue , but prices have increased so drastically that less and less parents order. The $25 minimum order to receive free shipping is a killer also. There is a coupon code listed on the teacher desk page which states only that bonus points are received for submitting an order by October 31. There is nothing said about it being a $25 minimum order, but it would not allow me to use the coupon until my order reached $25. With few parents ordering, I am not willing to either eat the shipping cost or come up with $20 of my own purchases in order to make the minimum.",Price,Price
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,My goodness this is so much easier than it used to be! Very user friendly and I was even able to enter the 1 student paper flyer online so all the orders come in together.,Thanks/Praise,Thanks/Praise
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,I appreciate the filter options along fun categories to explore new titles.,Thanks/Praise,Thanks/Praise
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,I wish that the catalog continued to be available each year - sometimes we find a good book pack that we want to save up for and by the time we do it's no longer offered.,All Other,All Other
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,I could not locate his teacher for homeroom so I sent it to his Math teacher.,Connecting Teacher/Class Code,Connecting Teacher/Class Code
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,I had trouble finding the parent cart from my initial login.  I did find it after I closed the teacher's cart.  I usually have no trouble getting to it.,Possible Tech Issue/TRF,Submitting Parent Order
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,The digital flyers wouldn't load.,Website,Digital Flyer
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,"No complains, pretty good. Only one thing, if we can keep the wish list view right below the shopping cart will be great, so that I don't have to navigate between pages.",Website,Performance/Navigation/General
10/14/2022,5,I'll be back to order.... Waiting for a book to be available on October 25,All Other,Intending Future Order
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,1,No Comment,No Comment,No Comment
10/14/2022,5,I love the monthly specials!  The freebies allow me to add to the classroom library and provide books for those who are not able to purchase them.,Thanks/Praise,Thanks/Praise
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,Great site. easy to add books.  thank you,Thanks/Praise,Thanks/Praise
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,You only send me 1 catalog for each when I have 40 students listed on my profile.,Kits,Kits
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,Flyers should be sent every month - like previously.   I should not have to order them evry month.,Kits,Kits
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,3,kept timing out,Possible Tech Issue/TRF,Log In Issues
10/14/2022,5,"love how easy it is to find books, student orders are made simple!",Thanks/Praise,Thanks/Praise
10/14/2022,4,"I have been out of the classroom for a few years and had hoped my old points were still available,.",Bonus Points/Rewards/Promos,Bonus Points/Rewards/Promos
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,3,Navigation is slow from book to book.  I will work on the order again.,Website,Performance/Navigation/General
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,We need the ability to send to our office staff when they are the ones that actually send the offer in to you.,All Other,All Other
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,I was hoping to find a note in my order history of the substitution of my student's book.,Shipping/Delivery,Item Missing
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,Book prices increased quite a bit. Now not all families can aford them.,Price,Price
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,2,GET WINGS OF FIRE GRAPHIC NOVEL 1!!!!!!!!!!!!!!!!!!!!!!!!!,Product Variety/Inventory,Lacking Variety/Specific Product Not Offered
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,"The book finder is good, but I'd love just a little more guidance on which books are right for my child.",Product Variety/Inventory,Product Info/Description
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,Site is very user friendly,Thanks/Praise,Thanks/Praise
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,I placed my order before the deadline of 9/30 but the order is still showing as unsubmitted by the teacher... Hopefully this will be completed soon - I order some books for an upcoming birthday...,Possible Tech Issue/TRF,Submitting Parent Order
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,not simple to navigate,Thanks/Praise,Thanks/Praise
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,3,great book selection,Thanks/Praise,Thanks/Praise
10/14/2022,5,"Not really a difficulty, but I could not find my customer number.  The number on the address of my flier booklet is not the same as the one online.",Connecting Teacher/Class Code,Connecting Teacher/Class Code
10/14/2022,5,Love Scholastic and the Magazine subscription for my PreK class!,Thanks/Praise,Thanks/Praise
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,1,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,2,"I wish there was an option to have the orders sent home instead of to the classroom. Both of my sons' orders were sent and supposedly never received. A replacement order was made however, I cannot track that order.  Weve initially ordered our books over a month and a half ago, and still nothing. I love the price point for this site but having to wait for the teacher to submit orders is highly frustrating and unlikely I'll order through her classroom again.",Shipping/Delivery,Ship to Home
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,3,"I cannot see a place to look at my payment transaction history.   I need to know exactly what has been charged to my account and when.   There seem to be some issues with past orders that have not been resolved.  This company used to have very clear communications with every order.  The packing list always showed what was paid and shipped, what was on back order, and what was out of stock permanently, so you always knew what to  tell students about their missing items.  Orders were paid up front with my PayPal account, so I always knew when and how much the payment was.  I really wish the web site had a link to my payment history that was that detailed.",Account Balance/Payment,Account Balance/Payment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,3,"I am a family member (aunt) ordering books for my niece, to be shipped to her classroom teacher. It would be nice if she could create a wish list on the website of books that she would like and then family and friends could log in and buy her books off the list easier.",Website,Performance/Navigation/General
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,2,"The site is very slow.  The site hangs every time it attempts to serve a pop up advertisement, tutorial, or this survey.  It makes the experience frustrating.  Also, there is no information on  the series order on the book series.  Unless the title of the book states it, your site had no information on it.  That led me to google it and I saw that this book was considerable less on Amazon.  The only reason I then completed the sale here was because I wanted to support this class.  But the other books I found in my search, I purchased on Amazon because the price difference was that large.",Price,Price
10/14/2022,2,"The site is very slow.  The site hangs every time it attempts to serve a pop up advertisement, tutorial, or this survey.  It makes the experience frustrating.  Also, there is no information on  the series order on the book series.  Unless the title of the book states it, your site had no information on it.  That led me to google it and I saw that this book was considerable less on Amazon.  The only reason I then completed the sale here was because I wanted to support this class.  But the other books I found in my search, I purchased on Amazon because the price difference was that large.",Website,Performance/Navigation/General
10/14/2022,2,"The site is very slow.  The site hangs every time it attempts to serve a pop up advertisement, tutorial, or this survey.  It makes the experience frustrating.  Also, there is no information on  the series order on the book series.  Unless the title of the book states it, your site had no information on it.  That led me to google it and I saw that this book was considerable less on Amazon.  The only reason I then completed the sale here was because I wanted to support this class.  But the other books I found in my search, I purchased on Amazon because the price difference was that large.",Product Variety/Inventory,Product Info/Description
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,"Several times I have looked for books  that are not offered - Charlie and the Chocolate Factory, The Ballpark Mysteries series.",Product Variety/Inventory,Lacking Variety/Specific Product Not Offered
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,"Checkout was not that user friendly.  After completing the online order, I could not submit because - first, I had not entered the security code on my credit card but was not prompted to do so then, I had not indicated where the order was to be sent but again, was not prompted to complete that step.",Possible Tech Issue/TRF,Adding Items to Cart
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,2,I cannot get to the scholastic news on-line. I have been there many times. If I need a code I don't know where it might be at this moment. Frazzled on a Friday.,Website,Performance/Navigation/General
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,Scholastic awarded me $500 for my classroom library during the Covid shutdown and I am back to use this and order some books for my students.,Thanks/Praise,Thanks/Praise
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,I want to order catalogs.,Kits,Kits
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,3,No Comment,No Comment,No Comment
10/14/2022,3,"My son was so excited to get this box, however, there are about 20 things I didnâ€™t have just laying around my house that I need to now go out and buy just to do these experiments. That was disappointing however once I get everything Iâ€™m sure my son will love it even more",All Other,All Other
10/14/2022,4,On my mobile I couldn't scroll down to pay.  Eventually had to change to the landscape mode,Website,Mobile Compatibility
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,Thankful for faster shipping this year,Thanks/Praise,Thanks/Praise
10/14/2022,4,Sometimes I feel like it should be easier to find books... I wish the site were more like the flyer. I want to discover what I don't know I want! The options that are presented on my childrens' grade level pages feel so limited in scope compared to flyer. But I really appreciate the digital flyer for this reason! Almost everything I ordered or saved to a wish list came from that.,Product Variety/Inventory,Lacking Variety/Specific Product Not Offered
10/14/2022,4,Sometimes I feel like it should be easier to find books... I wish the site were more like the flyer. I want to discover what I don't know I want! The options that are presented on my childrens' grade level pages feel so limited in scope compared to flyer. But I really appreciate the digital flyer for this reason! Almost everything I ordered or saved to a wish list came from that.,Website,Search Function
10/14/2022,4,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,5,No Comment,No Comment,No Comment
10/14/2022,4,I wasn't able to get the  FREE BOOK  as advertised,Bonus Points/Rewards/Promos,Bonus Points/Rewards/Promos
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Just getting back to sending flyers home after not doing so since Covid.,Kits,Kits
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,"I am at home entering my order at 11:18 at night...    I bought birthday coupons...the added number of code characters needed to use them this year is unnecessary! Do teachers really try to guess codes to get free books? Come on!    I won't buy these again if the codes are this long.  We are already doing enough to enter orders with minimal rewards for our time.  Our work load already does not allow enough time to do our jobs.  Like I said, here trying to enter my order burning the midnight oil.      No new teacher will want  to hand out and do book orders if it takes this added amount of time.  Trust me...    I've been a dedicated customer for almost 30 years because I want reasonably priced books in the homes of my kids.  I am about DONE.  Please consider making less clicks an option to use a birthday coupon or free book choice.  Our time is more valuable than entering book orders.",Price,Price
10/13/2022,3,"I am at home entering my order at 11:18 at night...    I bought birthday coupons...the added number of code characters needed to use them this year is unnecessary! Do teachers really try to guess codes to get free books? Come on!    I won't buy these again if the codes are this long.  We are already doing enough to enter orders with minimal rewards for our time.  Our work load already does not allow enough time to do our jobs.  Like I said, here trying to enter my order burning the midnight oil.      No new teacher will want  to hand out and do book orders if it takes this added amount of time.  Trust me...    I've been a dedicated customer for almost 30 years because I want reasonably priced books in the homes of my kids.  I am about DONE.  Please consider making less clicks an option to use a birthday coupon or free book choice.  Our time is more valuable than entering book orders.",Bonus Points/Rewards/Promos,Bonus Points/Rewards/Promos
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Love this club!!!,Thanks/Praise,Thanks/Praise
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,Thank you for not charging a service fee for ordering online.,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Lots of books to recommend.,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,"Thank you for the weekly deals!!  I love to buy books for my students, and this really helps!!!",Thanks/Praise,Thanks/Praise
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,The site is easy to navigate.  Thanks for the various ways you can order less expensive books.,Thanks/Praise,Thanks/Praise
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,3,"I'm a new director to our preschool and in the past the directors have ordered $1 books to give away at Halloween.  I realize you might not have any for $1 at this time, but I didn't see a way to look up books by price.  I have about 70 students in our school, so $1 is the best I can do...  Maybe $2.  But I didn't see a way to look them up.",Price,Price
10/13/2022,5,I have such great memories of placing book orders or visiting  the book fair when I was in elementary school. I think I am way more excited than my first grader when the book order flyer comes home each month!,Thanks/Praise,Thanks/Praise
10/13/2022,5,I do think the increase of shipping form $15.00 to 25.00 is a little much.,Shipping/Delivery,Shipping Fee
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,Sometimes it's hard to figure out where I have to go. Adding family emails took some time.,LOB Confusion,LOB Confusion
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,3,none,No Comment,No Comment
10/13/2022,3,"this site works well on a computer but is very frustrating to use on a smart phone. I've often intended on ordering, but gotten sick of trying to do it on my phone and skipped for that month.",Website,Mobile Compatibility
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,great site,Thanks/Praise,Thanks/Praise
10/13/2022,4,hard to find how to connect to teacher.,Connecting Teacher/Class Code,Connecting Teacher/Class Code
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,"Overall experience was good, items were easy to find, user friendly.",Thanks/Praise,Thanks/Praise
10/13/2022,4,Wish didn't need minimum order for free shipping,Shipping/Delivery,Shipping Fee
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,1,"I am no longer a teacher but want to order through my granddaughter's teacher.  It brings up my old account as a teacher.  I just want to order through my granddaughter's teacher.  I went through this problem before and they said it was corrected.  Obviously, it was not.  So as a result, I still can't order through scholastic.",Possible Tech Issue/TRF,Adding Items to Cart
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,3,Iâ€™m trying to find Spanish language books for a 4th/5th grader - virtually impossible,Product Variety/Inventory,Lacking Variety/Specific Product Not Offered
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,1,it will not take my birthday code  it will not take the READS code,Possible Tech Issue/TRF,READS
10/13/2022,5,Just wish there were more inexpensive books like there used to be.  :),Price,Price
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,I've been a customer for a very long time and really like book clubs as a way for parents to get affordable books for their kids.  I wish your selection was better.  More seasonal favorites please.,Product Variety/Inventory,Lacking Variety/Specific Product Not Offered
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,Where did all of my bonus points go?  I had MANY points from years ago that I was going to use one day.  I've been a member since 2003.,Bonus Points/Rewards/Promos,Bonus Points/Rewards/Promos
10/13/2022,2,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,1,Really not intuitive to search a code and add to cart. There was a window that allows me to do this but itâ€™s impossible to find once youâ€™ve gone to the cart.    Also- there are pop-ups. Thatâ€™s completely unnecessary and mobile unfriendly,Website,Search Function
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,Good,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,Website hard to navigate,Website,Performance/Navigation/General
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,2,"I can not find the information or video needed for finishing a book fair. I am not a teacher, I'm a librarian and there is not selections for that status, only teachers with a specific student count.",LOB Confusion,LOB Confusion
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,"I wish there were more $1 books available without spending $75.  You also used to send out coupons for points, and that doesn't seem to be happening anymore.  Very disappointing.",Price,Price
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,I am really hoping that delivery is not the same as last year.  We took a long break from ordering due to long and sporadic deliveries last year.,All Other,Hopeful Shipping Improves this Year
10/13/2022,4,No Comment,No Comment,No Comment
